cdate,fdust,ozone,nd,cm,sagas,airquality,air_index
20180726,44,0.036000000000000004,0.018000000000000002,0.4,0.005,normal,4
20180726,41,0.03,0.026,0.3,0.004,normal,4
20180726,39,0.03,0.027000000000000003,0.4,0.005,good,3
20180727,53,0.044,0.01,0.3,0.003,bad,5
20180727,75,0.027000000000000003,0.028,0.4,0.004,bad,5
20180727,47,0.036000000000000004,0.025,0.7,0.003,normal,4
20180727,43,0.041,0.027000000000000003,0.3,0.004,normal,4
20180727,42,0.033,0.025,0.4,0.005,normal,4
20180727,55,0.029,0.024,0.3,0.003,bad,5
20180727,54,0.034,0.029,0.4,0.004,bad,5
20180727,48,0.042,0.026,0.3,0.003,normal,4
20180727,57,0.041,0.023,0.4,0.004,bad,5
20180727,53,0.023,0.028,0.6,0.004,bad,5
20180727,43,0.051,0.022,0.2,0.002,normal,4
20180727,48,0.028,0.02,0.3,0.003,normal,4
20180727,45,0.035,0.017,0.3,0.005,normal,4
20180727,44,0.044,0.012,0.5,0.004,normal,4
20180727,49,0.033,0.02,0.5,0.003,normal,4
20180727,47,0.043,0.022,0.6,0.006999999999999999,normal,4
20180727,47,0.033,0.024,0.4,0.006,normal,4
20180727,45,0.031,0.021,0.3,0.005,normal,4
20180727,50,0.035,0.022,0.6,0.006999999999999999,normal,4
20180727,42,0.034,0.016,0.5,0.004,normal,4
20180727,47,0.044,0.014,0.4,0.004,normal,4
20180727,53,0.038,0.027000000000000003,0.3,0.004,bad,5
20180727,45,0.037000000000000005,0.025,0.4,0.004,normal,4
20180727,53,0.042,0.022,0.4,0.003,bad,5
20180728,39,0.021,0.018000000000000002,0.3,0.005,good,3
20180728,51,0.015,0.03,0.4,0.004,bad,5
20180728,34,0.019,0.028,0.7,0.003,good,3
20180728,33,0.025,0.036000000000000004,0.4,0.004,good,3
20180728,31,0.02,0.032,0.4,0.005,good,3
20180728,48,0.019,0.03,0.4,0.003,normal,4
20180728,48,0.019,0.034,0.4,0.004,normal,4
20180728,40,0.022,0.037000000000000005,0.4,0.003,good,3
20180728,48,0.025,0.029,0.4,0.004,normal,4
20180728,43,0.015,0.03,0.5,0.004,normal,4
20180728,32,0.035,0.029,0.3,0.002,good,3
20180728,32,0.026,0.026,0.3,0.004,good,3
20180728,49,0.027000000000000003,0.011,0.3,0.002,normal,4
20180728,38,0.027000000000000003,0.013,0.5,0.004,good,3
20180728,37,0.021,0.022,0.5,0.002,good,3
20180728,39,0.028,0.029,0.6,0.006,good,3
20180728,38,0.022,0.025,0.5,0.006,good,3
20180728,34,0.02,0.024,0.3,0.005,good,3
20180728,35,0.018000000000000002,0.027000000000000003,0.6,0.003,good,3
20180728,35,0.021,0.021,0.6,0.002,good,3
20180728,37,0.033,0.016,0.4,0.003,good,3
20180728,47,0.021,0.032,0.4,0.003,normal,4
20180728,32,0.024,0.03,0.4,0.003,good,3
20180728,48,0.022,0.033,0.3,0.003,normal,4
20180729,15,0.029,0.006999999999999999,0.6,0.002,better,2
20180729,20,0.018000000000000002,0.014,0.3,0.003,better,2
20180729,19,0.026,0.01,0.5,0.002,better,2
20180729,18,0.028,0.013,0.2,0.003,better,2
20180729,13,0.022,0.013,0.3,0.005,better,2
20180729,21,0.024,0.015,0.4,0.003,better,2
20180729,22,0.029,0.012,0.3,0.003,better,2
20180729,21,0.018000000000000002,0.017,0.3,0.003,better,2
20180729,24,0.027000000000000003,0.013,0.4,0.003,better,2
20180729,23,0.022,0.017,0.4,0.004,better,2
20180729,16,0.035,0.013,0.2,0.002,good,3
20180729,18,0.025,0.015,0.3,0.003,better,2
20180729,18,0.03,0.008,0.3,0.003,good,3
20180729,18,0.027000000000000003,0.012,0.3,0.003,better,2
20180729,18,0.027000000000000003,0.01,0.0,0.003,better,2
20180729,19,0.027000000000000003,0.016,0.2,0.003,better,2
20180729,23,0.022,0.008,0.3,0.005,better,2
20180729,19,0.026,0.006999999999999999,0.3,0.002,better,2
20180729,22,0.028,0.008,0.5,0.004,better,2
20180729,24,0.02,0.012,0.4,0.002,better,2
20180729,17,0.028,0.014,0.5,0.006,better,2
20180729,14,0.025,0.01,0.3,0.006,better,2
20180729,18,0.021,0.006999999999999999,0.2,0.005,better,2
20180729,18,0.024,0.01,0.4,0.004,better,2
20180730,7,0.027000000000000003,0.008,0.2,0.002,better,2
20180730,10,0.022,0.02,0.3,0.002,better,2
20180730,9,0.027000000000000003,0.015,0.3,0.003,better,2
20180730,5,0.03,0.009000000000000001,0.2,0.002,good,3
20180730,10,0.034,0.01,0.2,0.003,good,3
20180730,8,0.029,0.008,0.5,0.002,better,2
20180730,8,0.05,0.011,0.3,0.003,good,3
20180730,8,0.023,0.01,0.3,0.004,better,2
20180730,13,0.02,0.009000000000000001,0.2,0.005,better,2
20180730,6,0.022,0.013,0.3,0.006,better,2
20180730,6,0.029,0.015,0.5,0.006,better,2
20180730,15,0.019,0.015,0.4,0.002,best,1
20180730,13,0.028,0.008,0.4,0.004,better,2
20180730,13,0.023,0.006999999999999999,0.2,0.004,better,2
20180730,10,0.032,0.017,0.2,0.003,good,3
20180730,7,0.034,0.012,0.2,0.002,good,3
20180730,16,0.026,0.017,0.4,0.004,better,2
20180730,12,0.03,0.013,0.2,0.003,good,3
20180730,14,0.025,0.018000000000000002,0.2,0.003,better,2
20180730,12,0.032,0.011,0.2,0.003,good,3
20180730,11,0.028,0.016,0.3,0.003,better,2
20180730,12,0.019,0.016,0.2,0.004,best,1
20180730,7,0.028,0.014,0.2,0.003,better,2
20180730,11,0.027000000000000003,0.01,0.5,0.002,better,2
20180730,17,0.018000000000000002,0.013,0.3,0.003,better,2
20180731,17,0.046,0.02,0.4,0.003,good,3
20180731,19,0.027000000000000003,0.016,0.3,0.003,better,2
20180731,16,0.041,0.012,0.5,0.002,good,3
20180731,16,0.045,0.019,0.2,0.003,good,3
20180731,15,0.031,0.022,0.3,0.005,good,3
20180731,19,0.038,0.02,0.3,0.003,good,3
20180731,19,0.045,0.017,0.3,0.003,good,3
20180731,22,0.041,0.021,0.3,0.003,good,3
20180731,19,0.046,0.016,0.3,0.003,good,3
20180731,23,0.035,0.023,0.5,0.004,good,3
20180731,15,0.051,0.014,0.2,0.002,good,3
20180731,15,0.043,0.018000000000000002,0.3,0.003,good,3
20180731,17,0.038,0.01,0.2,0.005,good,3
20180731,15,0.044,0.009000000000000001,0.2,0.002,good,3
20180731,18,0.045,0.01,0.4,0.004,good,3
20180731,18,0.036000000000000004,0.015,0.4,0.002,good,3
20180731,10,0.048,0.015,0.5,0.006,good,3
20180731,11,0.036000000000000004,0.015,0.3,0.006,good,3
20180731,18,0.031,0.014,0.2,0.005,good,3
20180731,15,0.033,0.015,0.4,0.004,good,3
20180731,15,0.039,0.01,0.3,0.003,good,3
20180731,16,0.039,0.016,0.6,0.003,good,3
20180731,18,0.048,0.013,0.2,0.003,good,3
20180731,16,0.042,0.017,0.3,0.003,good,3
20180731,15,0.043,0.018000000000000002,0.4,0.003,good,3
20180801,32,0.048,0.017,0.7,0.003,good,3
20180801,33,0.036000000000000004,0.024,0.4,0.003,good,3
20180801,26,0.044,0.021,0.6,0.003,good,3
20180801,32,0.058,0.027000000000000003,0.3,0.004,good,3
20180801,27,0.04,0.028,0.4,0.004,good,3
20180801,37,0.044,0.023,0.4,0.003,good,3
20180801,34,0.049,0.028,0.4,0.003,good,3
20180801,36,0.055,0.026,0.4,0.003,good,3
20180801,38,0.058,0.023,0.4,0.003,good,3
20180801,43,0.043,0.028,0.6,0.004,normal,4
20180801,34,0.065,0.022,0.3,0.002,normal,4
20180801,32,0.052000000000000005,0.022,0.3,0.003,good,3
20180801,30,0.045,0.016,0.3,0.005,good,3
20180801,30,0.056,0.01,0.3,0.002,good,3
20180801,34,0.052000000000000005,0.014,0.5,0.004,good,3
20180801,35,0.044,0.019,0.5,0.002,good,3
20180801,26,0.068,0.021,0.6,0.005,normal,4
20180801,24,0.047,0.019,0.4,0.005,good,3
20180801,32,0.042,0.021,0.3,0.005,good,3
20180801,27,0.043,0.019,0.5,0.004,good,3
20180801,32,0.057,0.015,0.3,0.003,good,3
20180801,32,0.052000000000000005,0.026,0.4,0.003,good,3
20180801,28,0.052000000000000005,0.025,0.4,0.003,good,3
20180801,33,0.057,0.023,0.4,0.003,good,3
20180802,32,0.051,0.03,0.5,0.004,good,3
20180802,33,0.037000000000000005,0.022,0.4,0.003,good,3
20180802,33,0.047,0.018000000000000002,0.6,0.004,good,3
20180802,33,0.06,0.024,0.4,0.004,normal,4
20180802,30,0.042,0.027000000000000003,0.4,0.005,good,3
20180802,35,0.045,0.024,0.4,0.004,good,3
20180802,34,0.051,0.026,0.4,0.004,good,3
20180802,35,0.056,0.022,0.4,0.004,good,3
20180802,35,0.059,0.021,0.4,0.004,good,3
20180802,44,0.067,0.023,0.5,0.006,normal,4
20180802,33,0.066,0.019,0.3,0.004,normal,4
20180802,31,0.052000000000000005,0.024,0.4,0.005,good,3
20180802,35,0.048,0.015,0.4,0.005,good,3
20180802,39,0.05,0.016,0.4,0.003,good,3
20180802,39,0.053,0.016,0.6,0.004,good,3
20180802,41,0.044,0.023,0.5,0.003,normal,4
20180802,27,0.045,0.021,0.6,0.006,good,3
20180802,29,0.045,0.022,0.4,0.005,good,3
20180802,34,0.04,0.021,0.3,0.005,good,3
20180802,33,0.045,0.019,0.5,0.005,good,3
20180802,32,0.057,0.027000000000000003,0.5,0.004,good,3
20180802,34,0.05,0.019,0.7,0.004,good,3
20180802,39,0.059,0.019,0.4,0.005,good,3
20180802,30,0.055,0.023,0.4,0.004,good,3
20180803,49,0.064,0.03,0.5,0.004,normal,4
20180803,45,0.048,0.027000000000000003,0.5,0.003,normal,4
20180803,42,0.06,0.022,0.7,0.004,normal,4
20180803,43,0.063,0.024,0.4,0.005,normal,4
20180803,42,0.046,0.03,0.5,0.005,normal,4
20180803,53,0.05,0.022,0.4,0.004,bad,5
20180803,43,0.053,0.026,0.4,0.004,normal,4
20180803,44,0.059,0.022,0.4,0.004,normal,4
20180803,49,0.06,0.021,0.5,0.004,normal,4
20180803,58,0.061,0.024,0.6,0.005,bad,5
20180803,44,0.07,0.021,0.3,0.003,normal,4
20180803,42,0.059,0.021,0.4,0.005,normal,4
20180803,47,0.057,0.017,0.4,0.006,normal,4
20180803,52,0.064,0.013,0.4,0.003,bad,5
20180803,49,0.067,0.014,0.7,0.004,normal,4
20180803,50,0.054000000000000006,0.022,0.6,0.004,normal,4
20180803,41,0.068,0.027000000000000003,0.5,0.006,normal,4
20180803,42,0.06,0.021,0.5,0.006,normal,4
20180803,47,0.042,0.024,0.3,0.005,normal,4
20180803,46,0.056,0.02,0.6,0.006,normal,4
20180803,44,0.059,0.018000000000000002,0.7,0.004,normal,4
20180803,47,0.068,0.019,0.5,0.005,normal,4
20180803,43,0.057,0.029,0.5,0.004,normal,4
20180803,42,0.064,0.028,0.5,0.005,normal,4
20180804,27,0.041,0.015,0.3,0.004,good,3
20180804,30,0.029,0.023,0.3,0.003,better,2
20180804,28,0.036000000000000004,0.015,0.6,0.003,good,3
20180804,25,0.039,0.015,0.2,0.004,good,3
20180804,22,0.031,0.017,0.3,0.005,good,3
20180804,26,0.033,0.014,0.3,0.004,good,3
20180804,29,0.032,0.018000000000000002,0.3,0.004,good,3
20180804,28,0.037000000000000005,0.016,0.3,0.004,good,3
20180804,31,0.039,0.012,0.3,0.004,good,3
20180804,35,0.038,0.017,0.4,0.005,good,3
20180804,26,0.043,0.014,0.2,0.004,good,3
20180804,23,0.036000000000000004,0.013,0.3,0.004,good,3
20180804,30,0.037000000000000005,0.011,0.3,0.005,good,3
20180804,26,0.041,0.008,0.3,0.003,good,3
20180804,29,0.045,0.008,0.5,0.005,good,3
20180804,32,0.036000000000000004,0.012,0.4,0.003,good,3
20180804,22,0.041,0.015,0.4,0.005,good,3
20180804,24,0.037000000000000005,0.013,0.4,0.005,good,3
20180804,28,0.026,0.015,0.2,0.005,better,2
20180804,29,0.035,0.013,0.5,0.006,good,3
20180804,17,0.029,0.014,0.4,0.002,better,2
20180804,25,0.033,0.013,0.5,0.004,good,3
20180804,30,0.041,0.011,0.4,0.005,good,3
20180804,23,0.033,0.02,0.3,0.003,good,3
20180804,24,0.039,0.016,0.3,0.004,good,3
20180805,30,0.031,0.004,0.2,0.002,good,3
20180805,25,0.022,0.016,0.3,0.003,better,2
20180805,23,0.027000000000000003,0.01,0.5,0.003,better,2
20180805,23,0.033,0.01,0.2,0.004,good,3
20180805,23,0.026,0.01,0.3,0.004,better,2
20180805,35,0.027000000000000003,0.008,0.2,0.003,good,3
20180805,30,0.025,0.012,0.3,0.003,better,2
20180805,28,0.034,0.011,0.2,0.003,good,3
20180805,38,0.031,0.008,0.2,0.003,good,3
20180805,33,0.027000000000000003,0.012,0.5,0.004,good,3
20180805,23,0.042,0.006999999999999999,0.2,0.002,good,3
20180805,24,0.028,0.006999999999999999,0.2,0.002,better,2
20180805,29,0.027000000000000003,0.006,0.2,0.004,better,2
20180805,26,0.032,0.005,0.5,0.004,good,3
20180805,25,0.024,0.008,0.4,0.002,better,2
20180805,21,0.03,0.009000000000000001,0.3,0.005,good,3
20180805,24,0.027000000000000003,0.009000000000000001,0.3,0.005,better,2
20180805,24,0.023,0.008,0.2,0.004,better,2
20180805,25,0.025,0.006999999999999999,0.4,0.005,better,2
20180805,24,0.028,0.005,0.3,0.002,better,2
20180805,24,0.026,0.006,0.5,0.004,better,2
20180805,29,0.032,0.006,0.4,0.004,good,3
20180805,24,0.028,0.011,0.2,0.003,better,2
20180805,24,0.03,0.009000000000000001,0.3,0.003,good,3
20180805,34,0.033,0.008,0.2,0.003,good,3
20180806,32,0.022,0.015,0.3,0.004,good,3
20180806,29,0.02,0.027000000000000003,0.4,0.003,better,2
20180806,27,0.023,0.018000000000000002,0.6,0.002,better,2
20180806,27,0.033,0.022,0.3,0.003,good,3
20180806,29,0.026,0.023,0.4,0.005,better,2
20180806,40,0.023,0.019,0.3,0.003,good,3
20180806,35,0.023,0.02,0.3,0.003,good,3
20180806,36,0.03,0.022,0.3,0.003,good,3
20180806,46,0.029,0.018000000000000002,0.3,0.003,normal,4
20180806,43,0.023,0.02,0.5,0.004,normal,4
20180806,29,0.039,0.017,0.2,0.002,good,3
20180806,29,0.027000000000000003,0.015,0.2,0.003,better,2
20180806,34,0.029,0.011,0.3,0.002,good,3
20180806,30,0.03,0.013,0.6,0.005,good,3
20180806,32,0.024,0.017,0.5,0.002,good,3
20180806,26,0.031,0.022,0.4,0.004,good,3
20180806,27,0.025,0.021,0.4,0.005,better,2
20180806,28,0.022,0.019,0.2,0.004,better,2
20180806,27,0.022,0.02,0.5,0.005,better,2
20180806,29,0.03,0.01,0.3,0.002,good,3
20180806,31,0.029,0.011,0.5,0.004,good,3
20180806,34,0.037000000000000005,0.011,0.4,0.004,good,3
20180806,29,0.028,0.023,0.3,0.003,better,2
20180806,28,0.031,0.021,0.4,0.004,good,3
20180806,39,0.034,0.02,0.2,0.003,good,3
20180807,14,0.034,0.02,0.4,0.003,good,3
20180807,25,0.029,0.023,0.3,0.003,better,2
20180807,19,0.034,0.015,0.6,0.003,good,3
20180807,17,0.033,0.021,0.2,0.003,good,3
20180807,19,0.026,0.023,0.4,0.005,better,2
20180807,20,0.029,0.02,0.4,0.003,better,2
20180807,23,0.034,0.019,0.3,0.003,good,3
20180807,21,0.032,0.022,0.3,0.003,good,3
20180807,21,0.034,0.018000000000000002,0.4,0.003,good,3
20180807,23,0.028,0.021,0.5,0.004,better,2
20180807,18,0.041,0.017,0.2,0.003,good,3
20180807,15,0.031,0.018000000000000002,0.3,0.004,good,3
20180807,16,0.035,0.021,0.4,0.004,good,3
20180807,17,0.036000000000000004,0.011,0.3,0.005,good,3
20180807,17,0.035,0.022,0.2,0.003,good,3
20180807,16,0.04,0.011,0.3,0.002,good,3
20180807,20,0.04,0.011,0.6,0.005,good,3
20180807,24,0.03,0.017,0.5,0.002,good,3
20180807,14,0.038,0.021,0.4,0.005,good,3
20180807,13,0.035,0.017,0.4,0.005,good,3
20180807,16,0.025,0.016,0.3,0.005,better,2
20180807,19,0.033,0.015,0.5,0.005,good,3
20180807,16,0.034,0.012,0.4,0.002,good,3
20180807,18,0.031,0.014,0.6,0.003,good,3
20180807,24,0.04,0.014,0.4,0.003,good,3
20180808,30,0.03,0.014,0.2,0.003,good,3
20180808,30,0.02,0.027000000000000003,0.3,0.003,better,2
20180808,26,0.023,0.018000000000000002,0.6,0.003,better,2
20180808,24,0.026,0.017,0.2,0.004,better,2
20180808,22,0.021,0.019,0.3,0.005,better,2
20180808,31,0.028,0.013,0.3,0.004,good,3
20180808,29,0.021,0.021,0.3,0.004,better,2
20180808,24,0.025,0.018000000000000002,0.2,0.004,better,2
20180808,28,0.025,0.016,0.3,0.004,better,2
20180808,33,0.019,0.017,0.5,0.004,good,3
20180808,23,0.032,0.014,0.2,0.003,good,3
20180808,22,0.025,0.011,0.2,0.003,better,2
20180808,27,0.024,0.011,0.2,0.005,better,2
20180808,25,0.032,0.006999999999999999,0.2,0.002,good,3
20180808,25,0.031,0.008,0.5,0.005,good,3
20180808,33,0.023,0.013,0.4,0.002,good,3
20180808,21,0.028,0.016,0.3,0.005,better,2
20180808,26,0.023,0.016,0.3,0.005,better,2
20180808,26,0.018000000000000002,0.015,0.2,0.005,better,2
20180808,29,0.021,0.016,0.4,0.005,better,2
20180808,23,0.024,0.01,0.3,0.002,better,2
20180808,23,0.023,0.011,0.5,0.003,better,2
20180808,28,0.03,0.011,0.3,0.003,good,3
20180808,25,0.022,0.019,0.3,0.003,better,2
20180808,24,0.025,0.018000000000000002,0.3,0.003,better,2
20180809,28,0.026,0.017,0.2,0.004,better,2
20180809,25,0.017,0.028,0.4,0.003,better,2
20180809,25,0.015,0.022,0.6,0.003,better,2
20180809,23,0.02,0.025,0.2,0.003,better,2
20180809,22,0.016,0.024,0.4,0.005,better,2
20180809,25,0.019,0.021,0.3,0.005,better,2
20180809,29,0.019,0.022,0.3,0.003,better,2
20180809,27,0.021,0.026,0.3,0.004,better,2
20180809,29,0.021,0.02,0.3,0.003,better,2
20180809,32,0.017,0.02,0.5,0.004,good,3
20180809,23,0.03,0.021,0.2,0.002,good,3
20180809,22,0.022,0.017,0.3,0.004,better,2
20180809,24,0.025,0.012,0.3,0.005,better,2
20180809,22,0.029,0.008,0.2,0.002,better,2
20180809,21,0.029,0.01,0.6,0.005,better,2
20180809,26,0.018000000000000002,0.015,0.4,0.003,better,2
20180809,18,0.023,0.021,0.3,0.005,better,2
20180809,18,0.02,0.018000000000000002,0.4,0.005,better,2
20180809,24,0.015,0.017,0.3,0.005,better,2
20180809,25,0.017,0.019,0.5,0.005,better,2
20180809,21,0.022,0.013,0.3,0.003,better,2
20180809,20,0.02,0.014,0.6,0.004,better,2
20180809,25,0.026,0.013,0.3,0.004,better,2
20180809,22,0.017,0.023,0.3,0.004,better,2
20180809,22,0.022,0.021,0.3,0.004,better,2
20180810,14,0.031,0.008,0.3,0.002,good,3
20180810,24,0.023,0.022,0.3,0.003,better,2
20180810,18,0.029,0.015,0.6,0.002,better,2
20180810,13,0.029,0.021,0.3,0.003,better,2
20180810,14,0.021,0.021,0.4,0.005,better,2
20180810,18,0.029,0.017,0.4,0.004,better,2
20180810,20,0.03,0.02,0.4,0.003,good,3
20180810,16,0.021,0.023,0.4,0.003,better,2
20180810,20,0.03,0.02,0.4,0.003,good,3
20180810,23,0.027000000000000003,0.018000000000000002,0.5,0.004,better,2
20180810,12,0.041,0.015,0.3,0.002,good,3
20180810,16,0.028,0.017,0.4,0.003,better,2
20180810,17,0.026,0.01,0.3,0.005,better,2
20180810,18,0.03,0.01,0.6,0.005,good,3
20180810,19,0.022,0.015,0.5,0.002,better,2
20180810,11,0.03,0.02,0.4,0.004,good,3
20180810,11,0.026,0.015,0.4,0.005,better,2
20180810,17,0.024,0.012,0.3,0.005,better,2
20180810,15,0.026,0.012,0.5,0.005,better,2
20180810,14,0.031,0.01,0.4,0.003,good,3
20180810,15,0.026,0.013,0.6,0.003,better,2
20180810,19,0.029,0.012,0.4,0.003,better,2
20180810,12,0.03,0.018000000000000002,0.4,0.003,good,3
20180810,15,0.029,0.016,0.4,0.003,better,2
20180810,17,0.032,0.016,0.3,0.003,good,3
20180811,11,0.03,0.009000000000000001,0.3,0.004,good,3
20180811,11,0.028,0.016,0.3,0.003,better,2
20180811,9,0.034,0.011,0.5,0.003,good,3
20180811,8,0.034,0.014,0.2,0.003,good,3
20180811,7,0.025,0.017,0.3,0.005,better,2
20180811,12,0.035,0.017,0.3,0.004,good,3
20180811,12,0.035,0.014,0.3,0.003,good,3
20180811,12,0.029,0.017,0.3,0.003,better,2
20180811,13,0.035,0.012,0.3,0.003,good,3
20180811,16,0.04,0.015,0.4,0.004,good,3
20180811,7,0.045,0.011,0.2,0.003,good,3
20180811,9,0.039,0.017,0.3,0.003,good,3
20180811,8,0.035,0.013,0.3,0.002,good,3
20180811,11,0.035,0.009000000000000001,0.6,0.005,good,3
20180811,11,0.026,0.017,0.4,0.002,better,2
20180811,5,0.038,0.013,0.4,0.005,good,3
20180811,5,0.032,0.012,0.3,0.005,good,3
20180811,13,0.026,0.011,0.3,0.005,better,2
20180811,9,0.03,0.009000000000000001,0.4,0.005,good,3
20180811,10,0.039,0.011,0.3,0.003,good,3
20180811,9,0.034,0.013,0.5,0.002,good,3
20180811,14,0.042,0.012,0.3,0.003,good,3
20180811,6,0.037000000000000005,0.011,0.3,0.003,good,3
20180811,9,0.035,0.017,0.3,0.003,good,3
20180811,10,0.032,0.024,0.2,0.002,good,3
20180812,10,0.038,0.01,0.3,0.002,good,3
20180812,12,0.029,0.014,0.3,0.003,better,2
20180812,14,0.034,0.01,0.5,0.003,good,3
20180812,14,0.038,0.011,0.2,0.003,good,3
20180812,10,0.029,0.012,0.3,0.005,better,2
20180812,15,0.037000000000000005,0.011,0.3,0.003,good,3
20180812,16,0.04,0.01,0.3,0.003,good,3
20180812,16,0.037000000000000005,0.013,0.3,0.003,good,3
20180812,17,0.04,0.009000000000000001,0.3,0.003,good,3
20180812,20,0.046,0.011,0.4,0.005,good,3
20180812,12,0.048,0.008,0.2,0.003,good,3
20180812,12,0.042,0.011,0.3,0.003,good,3
20180812,14,0.038,0.014,0.3,0.003,good,3
20180812,17,0.032,0.008,0.3,0.005,good,3
20180812,15,0.038,0.018000000000000002,0.2,0.003,good,3
20180812,12,0.04,0.01,0.3,0.002,good,3
20180812,16,0.037000000000000005,0.009000000000000001,0.6,0.005,good,3
20180812,16,0.029,0.013,0.4,0.002,better,2
20180812,9,0.04,0.011,0.4,0.004,good,3
20180812,10,0.032,0.011,0.3,0.005,good,3
20180812,16,0.03,0.008,0.3,0.004,good,3
20180812,13,0.032,0.006999999999999999,0.4,0.006,good,3
20180812,12,0.044,0.006999999999999999,0.3,0.003,good,3
20180812,13,0.037000000000000005,0.011,0.5,0.003,good,3
20180812,17,0.045,0.01,0.3,0.003,good,3
20180813,34,0.029,0.014,0.3,0.005,good,3
20180813,39,0.025,0.025,0.3,0.003,good,3
20180813,33,0.03,0.016,0.6,0.003,good,3
20180813,29,0.031,0.021,0.2,0.004,good,3
20180813,30,0.024,0.022,0.3,0.006,better,2
20180813,33,0.027000000000000003,0.021,0.4,0.004,good,3
20180813,33,0.032,0.017,0.3,0.004,good,3
20180813,33,0.034,0.022,0.3,0.004,good,3
20180813,34,0.031,0.017,0.3,0.004,good,3
20180813,42,0.025,0.019,0.5,0.004,normal,4
20180813,31,0.039,0.017,0.2,0.003,good,3
20180813,28,0.03,0.019,0.3,0.004,good,3
20180813,33,0.034,0.012,0.3,0.002,good,3
20180813,35,0.032,0.013,0.7,0.005,good,3
20180813,34,0.027000000000000003,0.017,0.5,0.003,good,3
20180813,28,0.033,0.021,0.4,0.005,good,3
20180813,29,0.029,0.018000000000000002,0.4,0.005,better,2
20180813,32,0.024,0.015,0.3,0.004,good,3
20180813,33,0.03,0.014,0.5,0.006,good,3
20180813,30,0.031,0.015,0.4,0.002,good,3
20180813,29,0.027000000000000003,0.015,0.5,0.004,better,2
20180813,36,0.034,0.016,0.3,0.004,good,3
20180813,31,0.028,0.022,0.4,0.004,good,3
20180813,31,0.031,0.023,0.4,0.004,good,3
20180813,36,0.028,0.024,0.3,0.003,good,3
20180814,25,0.034,0.021,0.3,0.004,good,3
20180814,34,0.011,0.027000000000000003,0.3,0.003,good,3
20180814,29,0.032,0.018000000000000002,0.6,0.003,good,3
20180814,27,0.028,0.027000000000000003,0.3,0.004,better,2
20180814,27,0.022,0.027000000000000003,0.3,0.006,better,2
20180814,25,0.023,0.021,0.3,0.004,better,2
20180814,27,0.029,0.021,0.3,0.004,better,2
20180814,27,0.033,0.023,0.3,0.004,good,3
20180814,28,0.031,0.02,0.3,0.004,good,3
20180814,36,0.025,0.018000000000000002,0.5,0.005,good,3
20180814,24,0.034,0.018000000000000002,0.2,0.005,good,3
20180814,24,0.025,0.02,0.3,0.004,better,2
20180814,27,0.026,0.016,0.3,0.005,better,2
20180814,23,0.036000000000000004,0.011,0.2,0.003,good,3
20180814,29,0.033,0.015,0.6,0.006,good,3
20180814,31,0.024,0.019,0.4,0.003,good,3
20180814,23,0.03,0.024,0.4,0.006,good,3
20180814,24,0.025,0.022,0.3,0.006,better,2
20180814,27,0.025,0.016,0.3,0.005,better,2
20180814,30,0.028,0.018000000000000002,0.4,0.006,better,2
20180814,25,0.029,0.013,0.3,0.003,better,2
20180814,23,0.028,0.014,0.5,0.004,better,2
20180814,26,0.036000000000000004,0.012,0.2,0.004,good,3
20180814,25,0.028,0.024,0.3,0.004,better,2
20180814,24,0.028,0.024,0.4,0.004,better,2
20180815,28,0.044,0.01,0.3,0.002,good,3
20180815,37,0.03,0.021,0.3,0.003,good,3
20180815,29,0.036000000000000004,0.015,0.5,0.003,good,3
20180815,28,0.043,0.019,0.2,0.003,good,3
20180815,25,0.031,0.02,0.3,0.005,good,3
20180815,30,0.04,0.022,0.3,0.003,good,3
20180815,32,0.045,0.018000000000000002,0.3,0.003,good,3
20180815,32,0.044,0.024,0.3,0.003,good,3
20180815,33,0.042,0.02,0.4,0.003,good,3
20180815,39,0.045,0.016,0.5,0.004,good,3
20180815,28,0.03,0.024,0.3,0.002,good,3
20180815,26,0.043,0.021,0.3,0.003,good,3
20180815,30,0.031,0.014,0.3,0.005,good,3
20180815,30,0.038,0.013,0.6,0.005,good,3
20180815,36,0.028,0.021,0.4,0.002,good,3
20180815,25,0.039,0.025,0.4,0.005,good,3
20180815,25,0.036000000000000004,0.014,0.3,0.006,good,3
20180815,32,0.033,0.014,0.3,0.005,good,3
20180815,28,0.037000000000000005,0.01,0.4,0.006,good,3
20180815,28,0.044,0.014,0.3,0.003,good,3
20180815,25,0.041,0.015,0.5,0.002,good,3
20180815,28,0.045,0.015,0.3,0.003,good,3
20180815,26,0.045,0.016,0.3,0.003,good,3
20180815,28,0.038,0.022,0.4,0.003,good,3
20180815,28,0.04,0.028,0.4,0.003,good,3
20180816,18,0.022,0.008,0.3,0.004,better,2
20180816,27,0.023,0.012,0.3,0.003,better,2
20180816,16,0.026,0.01,0.4,0.002,better,2
20180816,14,0.026,0.012,0.2,0.003,better,2
20180816,11,0.018000000000000002,0.016,0.3,0.005,best,1
20180816,17,0.023,0.016,0.3,0.003,better,2
20180816,16,0.029,0.01,0.2,0.003,better,2
20180816,16,0.025,0.017,0.2,0.002,better,2
20180816,18,0.027000000000000003,0.012,0.3,0.003,better,2
20180816,21,0.03,0.011,0.4,0.004,good,3
20180816,21,0.039,0.01,0.2,0.003,good,3
20180816,12,0.023,0.015,0.2,0.002,better,2
20180816,14,0.027000000000000003,0.009000000000000001,0.2,0.002,better,2
